"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0050775" "GO:0050775" "positive regulation of dendrite morphogenesis" "7/2329" "34/14382" 0.307144774930614 0.635733839601837 0.52905320083742 "CAMK2B/EEF2K/DBN1/EPHA4/OBSL1/TIAM1/RELN" 7
"GO:0071312" "GO:0071312" "cellular response to alkaloid" "7/2329" "34/14382" 0.307144774930614 0.635733839601837 0.52905320083742 "CACNA1S/CASQ2/SELENON/BCL2L1/RYR1/RYR2/TGM2" 7
"GO:0120178" "GO:0120178" "steroid hormone biosynthetic process" "7/2329" "34/14382" 0.307144774930614 0.635733839601837 0.52905320083742 "H6PD/NR3C1/EGR1/HSD17B12/DAB2/ATP1A1/CACNA1H" 7
"GO:1990000" "GO:1990000" "amyloid fibril formation" "7/2329" "34/14382" 0.307144774930614 0.635733839601837 0.52905320083742 "FKBP1A/CRYAB/PFDN5/USP9X/LDLR/APP/GSN" 7
"GO:0006790" "GO:0006790" "sulfur compound metabolic process" "49/2329" "281/14382" 0.307419722756776 0.636071632835903 0.529334309975508 "HS3ST1/PDK4/FMO3/AASS/CHPF2/DGAT2/ST3GAL6/ELOVL1/TECR/HYAL4/NAGLU/UGDH/GHR/ICMT/PARK7/SLC19A2/ACOT9/ACSL3/GLO1/METTL16/GGT7/SQOR/SUOX/ARL6IP5/CSGALNACT1/GSTO1/HSD17B12/APIP/EDNRA/ACSL1/ANGPT1/ACSS1/ST3GAL2/EXTL1/HLCS/ACOT11/HACD1/DPEP2/AHCYL1/MAT2A/B3GNT2/GSTA4/HS6ST2/SUCLG2/STAT5B/GAL3ST3/ELOVL2/TSTD1/SULT1A1" 49
"GO:0050684" "GO:0050684" "regulation of mRNA processing" "22/2329" "121/14382" 0.310901303671821 0.641108474192558 0.533525933695771 "CELF2/HDAC7/DDX17/HNRNPL/DDX5/PRPF19/RBM24/HNRNPA2B1/SMU1/METTL16/RBM39/SRRM1/NCBP1/BARD1/RBPMS/RBPMS2/AHCYL1/LARP7/SRPK3/ZFP36L1/RNPS1/CPEB1" 22
"GO:0002092" "GO:0002092" "positive regulation of receptor internalization" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "VEGFA/ARRB1/ANGPT1/GREM1/APLN" 5
"GO:0032104" "GO:0032104" "regulation of response to extracellular stimulus" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "GHR/SPX/BCL2/PPARA/KANK2" 5
"GO:0032107" "GO:0032107" "regulation of response to nutrient levels" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "GHR/SPX/BCL2/PPARA/KANK2" 5
"GO:0034505" "GO:0034505" "tooth mineralization" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "FGFR1/FAM20A/TCIRG1/ITGB6/PPARA" 5
"GO:0034656" "GO:0034656" "nucleobase-containing small molecule catabolic process" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "GDA/APOBEC3F/MGAT1/CDA/APOBEC3D" 5
"GO:0034698" "GO:0034698" "response to gonadotropin" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "TGFBR3/GATA6/NOTCH1/EDNRA/NPR2" 5
"GO:0035458" "GO:0035458" "cellular response to interferon-beta" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "CAMK2A/STAT1/IFNAR1/IFITM2/CALM1" 5
"GO:0045948" "GO:0045948" "positive regulation of translational initiation" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "PPP1R15A/RPS6KB1/BOLL/METTL3/POLR2G" 5
"GO:0045954" "GO:0045954" "positive regulation of natural killer cell mediated cytotoxicity" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "PVR/NECTIN2/STAT5B/CADM1/HLA-E" 5
"GO:0050891" "GO:0050891" "multicellular organismal-level water homeostasis" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "HYAL2/ATP6V1B1/PRKACB/MYO5B/ADCY6" 5
"GO:0060142" "GO:0060142" "regulation of syncytium formation by plasma membrane fusion" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "EHD2/IL4R/NFATC2/RIPOR2/CAMK1" 5
"GO:0060669" "GO:0060669" "embryonic placenta morphogenesis" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "CCN1/RSPO3/FZD5/IGF2/ZFP36L1" 5
"GO:0061436" "GO:0061436" "establishment of skin barrier" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "ELOVL1/TP63/SRF/KLF4/NFKBIZ" 5
"GO:0090335" "GO:0090335" "regulation of brown fat cell differentiation" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "SIX1/PIM1/DUSP10/METRNL/GATA2" 5
"GO:0101023" "GO:0101023" "vascular endothelial cell proliferation" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "FGFR1/FLT1/IGF2/APLN/NRARP" 5
"GO:1900543" "GO:1900543" "negative regulation of purine nucleotide metabolic process" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "TIGAR/PPP2CA/PFKFB1/PPARA/ACTN3" 5
"GO:1902455" "GO:1902455" "negative regulation of stem cell population maintenance" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "RBBP7/ZNF706/LOXL2/OGT/HDAC2" 5
"GO:1905562" "GO:1905562" "regulation of vascular endothelial cell proliferation" "5/2329" "23/14382" 0.311994109893427 0.641108474192558 0.533525933695771 "FGFR1/FLT1/IGF2/APLN/NRARP" 5
"GO:0031016" "GO:0031016" "pancreas development" "11/2329" "57/14382" 0.312479347887664 0.641410908105511 0.533777617057144 "RFX3/WNT5A/ACVR2B/PROX1/SOX9/GDF11/GATA6/AKT1/IL6R/IGF2/DLL1" 11
"GO:0060998" "GO:0060998" "regulation of dendritic spine development" "11/2329" "57/14382" 0.312479347887664 0.641410908105511 0.533777617057144 "CAMK2B/NGEF/EEF2K/NEURL1/DBN1/CAMK1/TIAM1/DISC1/RELN/HDAC2/SHANK3" 11
"GO:0099518" "GO:0099518" "vesicle cytoskeletal trafficking" "11/2329" "57/14382" 0.312479347887664 0.641410908105511 0.533777617057144 "NDE1/CDR2L/TRAK2/ACTN4/BLOC1S1/KIF13A/SNAPIN/DYNC1I1/CCDC186/MYO5B/HTT" 11
"GO:0015718" "GO:0015718" "monocarboxylic acid transport" "24/2329" "133/14382" 0.314086204069704 0.644476810946199 0.536329039697062 "CROT/SLCO4A1/RPS6KB1/ABCC3/SLC16A10/RBP1/SLC16A7/KCNJ8/FABP3/ACSL3/ABCC4/SPX/SLC43A3/THBS1/AKT1/SLC27A3/SLC22A3/ACSL1/FABP7/SLCO2A1/IRS2/PPARA/PLA2G2A/CPT1B" 24
"GO:0006898" "GO:0006898" "receptor-mediated endocytosis" "40/2329" "228/14382" 0.314732617330652 0.645570471295883 0.537239176097842 "CD9/TNK2/CLTCL1/CTTN/EPS15/SIGLEC1/MICALL1/CAV2/SERPINE1/DNM1/UNC119/CBL/CD81/VEGFA/AAK1/SGIP1/LDLR/CAP1/ENTREP1/ARRB1/SDCBP/SCARB2/HSPG2/ACKR3/BICD1/DAB2/ANGPT1/GREM1/RAB31/LRP1B/CD14/APLN/CAV3/PIP5K1C/PDLIM7/ARC/DLL1/PPP3R1/STON1/ITGB3" 40
"GO:0045017" "GO:0045017" "glycerolipid biosynthetic process" "41/2329" "234/14382" 0.31510410109957 0.646099619401568 0.537679529405455 "SH3YL1/DGKG/DGAT2/MTMR1/HDHD5/SREBF1/SCARB1/SYNJ2/LPCAT2/PITPNM2/PITPNM3/PDGFB/PITPNM1/CHPT1/PIK3R3/FABP3/OCRL/HYCC1/ACSL3/PIGT/LDLR/RGN/GPAT3/IMPA2/ITPKB/PIK3R1/PIP4K2A/ACSL1/SYNJ1/TTC7B/PIP4K2C/TMEM150A/INPP5D/AGPAT2/INPP5J/PIP5K1C/PGAP1/GK/LCAT/PLIN5/PIP4K2B" 41
"GO:0031668" "GO:0031668" "cellular response to extracellular stimulus" "43/2329" "246/14382" 0.315738158307688 0.647166581594295 0.538567447789017 "PDK4/LAMP2/MLXIPL/RIPOR1/TNC/SREBF1/SESN1/SH3GLB1/ADNP/SFRP1/PRKAG2/RPS6KB1/TFEB/SRF/DAP/CPEB4/PRKAG3/ATF4/LARS1/PIM1/GABARAPL1/MYOCD/RPTOR/OGT/FOXO1/NR4A2/KLF10/RRAGA/ARHGAP35/PRKAA2/ZC3H12A/MIOS/YWHAZ/AXL/YWHAG/BCL2/LPL/RNF152/FES/GAS2L1/PPARA/KANK2/SIPA1" 43
"GO:0010876" "GO:0010876" "lipid localization" "68/2329" "396/14382" 0.316356937994827 0.647741246314689 0.539045679701169 "CROT/OSBPL7/GRAMD1B/ATP9A/DGAT2/SREBF1/SCARB1/APOB/CETP/PITPNM2/PITPNM3/NFKBIA/PLTP/SLCO4A1/VAPA/ABCC1/RPS6KB1/ABCC3/OSBP/PITPNM1/BLTP3B/RBP1/ESYT2/KCNJ8/FABP3/ACSL3/ABCC4/LBP/LDLR/SPX/SLC43A3/B4GALNT1/THBS1/SCARB2/ESYT1/OSBPL1A/NPC1/AKT1/SLC27A3/PIP4K2A/ACSL1/DAB2/ABCA5/ABCG1/ZC3H12A/FABP7/ABCA1/DENND5B/TRIAP1/STAT5B/C1QTNF1/SLCO2A1/LPL/ANO6/APOLD1/SPNS2/IRS2/PPARA/PLA2G2A/SERPINA5/GM2A/SELENOM/CPT1B/ATP10A/LCAT/PLIN5/CPTP/ITGB3" 68
"GO:0006862" "GO:0006862" "nucleotide transport" "8/2329" "40/14382" 0.316359920020175 0.647741246314689 0.539045679701169 "ABCC6/ABCC1/ABCC4/LRRC8A/SLC25A4/LRRC8C/SLC25A33/SLC19A1" 8
"GO:0021762" "GO:0021762" "substantia nigra development" "8/2329" "40/14382" 0.316359920020175 0.647741246314689 0.539045679701169 "FGF9/YWHAE/ATP5PB/SYPL2/NDRG2/CKB/BASP1/CALM1" 8
"GO:0015849" "GO:0015849" "organic acid transport" "48/2329" "276/14382" 0.316789872693399 0.648388333466677 0.539584181048202 "SLC7A2/CROT/ATP1A2/XK/ABCC6/SLCO4A1/SLC7A6/ABCC1/SLC1A5/SFXN3/RPS6KB1/ABCC3/SLC38A1/SLC16A10/RBP1/RAB3GAP1/SLC19A2/SLC16A7/KCNJ8/FABP3/SLC36A1/ACSL3/ABCC4/SLC6A6/SPX/SLC43A3/LRRC8A/THBS1/SLC38A4/AKT1/SLC47A1/SLC27A3/ARL6IP5/SLC22A3/ACSL1/SLC6A1/FABP7/SFXN1/SLC29A4/LRRC8C/SLC19A1/SLC26A9/SLCO2A1/IRS2/PPARA/PLA2G2A/SLC25A29/CPT1B" 48
"GO:0050867" "GO:0050867" "positive regulation of cell activation" "58/2329" "336/14382" 0.317262141546414 0.648545685874686 0.53971512860822 "CD38/CD74/KITLG/ARID1B/KARS1/IL4R/SMARCD3/EFNB1/CAPN3/MSH2/DHPS/LGALS1/NFATC2/SIRPB1/CSK/TGFB1/VSIR/ACTA2/ZMIZ1/CD81/BCL6/WNT5A/IGFBP2/NR4A3/CD274/PMS2/LBP/PHF10/NECTIN2/TLR4/THBS1/PPP3CA/AKT1/DUSP10/ITPKB/NFKBIZ/SH3KBP1/RPS3/THY1/PAXIP1/TNFRSF13C/ICOSLG/IL15/STAT6/IGF2/AXL/BMI1/INPP5D/LGALS9/BCL2/STAT5B/EGR3/IRS2/XRCC6/FLNA/HLA-E/HLA-A/HLA-DPA1" 58
"GO:0009064" "GO:0009064" "glutamine family amino acid metabolic process" "12/2329" "63/14382" 0.317322511447822 0.648545685874686 0.53971512860822 "ARG2/NOS1/PRODH/SLC38A1/GOT1/ASL/ASS1/DGLUCY/DDAH1/NOS3/RIMKLA/ADSS1" 12
"GO:0043489" "GO:0043489" "RNA stabilization" "12/2329" "63/14382" 0.317322511447822 0.648545685874686 0.53971512860822 "YBX3/YBX1/PABPC1/IGF2BP2/RBM24/METTL16/SYNCRIP/BOLL/TENT5B/PAIP1/ANGEL2/TAF15" 12
"GO:0048002" "GO:0048002" "antigen processing and presentation of peptide antigen" "12/2329" "63/14382" 0.317322511447822 0.648545685874686 0.53971512860822 "CD74/IKBKB/UNC93B1/CTSD/MPEG1/TAP2/HLA-C/HLA-E/HLA-A/HLA-DPA1/TAPBP/HLA-B" 12
"GO:0030203" "GO:0030203" "glycosaminoglycan metabolic process" "18/2329" "98/14382" 0.318231934796626 0.650170916318159 0.541067633877967 "HS3ST1/CD44/CHPF2/FOXC1/ST3GAL6/HYAL2/PDGFB/TGFB1/HYAL4/NAGLU/UGDH/CEMIP2/CSGALNACT1/EDNRA/ANGPT1/ST3GAL2/ITIH3/B3GNT2" 18
"GO:2000241" "GO:2000241" "regulation of reproductive process" "28/2329" "157/14382" 0.318803717357444 0.651105403372289 0.541845307389004 "YBX3/CHFR/ANAPC5/MYH9/FGF9/SFRP1/SYDE1/FZR1/LFNG/ARHGDIB/VEGFA/WNT5A/SOX9/RGN/SULF1/NOTCH1/NPR2/PLB1/METTL3/ANAPC16/AR/P2RY1/ZFPM2/BCL2L1/PLCB1/CACNA1H/HDAC2/ITGB3" 28
"GO:0006360" "GO:0006360" "transcription by RNA polymerase I" "13/2329" "69/14382" 0.32140761040891 0.656187990834833 0.546075000694742 "ZMPSTE24/PIH1D1/NOP53/MACROH2A1/DEK/POLR1B/ATF4/CARM1/DEDD/MAF1/POLR1D/FLNA/GTF2H5" 13
"GO:0002456" "GO:0002456" "T cell mediated immunity" "20/2329" "110/14382" 0.322299235090247 0.657772408079486 0.547393541509355 "TNFRSF1B/PVR/ICAM1/AHR/PPP3CB/UNC93B1/CD81/IL1R1/NECTIN2/RFTN1/NFKBIZ/FBXO38/FZD5/TAP2/HLA-C/GNL1/HLA-E/HLA-A/DENND1B/HLA-B" 20
"GO:0002639" "GO:0002639" "positive regulation of immunoglobulin production" "9/2329" "46/14382" 0.32355645023529 0.658889262742717 0.548322980053672 "IL4R/MSH2/TGFB1/PMS2/PAXIP1/STAT6/MZB1/HLA-E/PHB2" 9
"GO:0002707" "GO:0002707" "negative regulation of lymphocyte mediated immunity" "9/2329" "46/14382" 0.32355645023529 0.658889262742717 0.548322980053672 "TGFB1/AHR/PPP3CB/BCL6/LGALS9/SERPINB9/HLA-E/HLA-A/HLA-B" 9
"GO:0006111" "GO:0006111" "regulation of gluconeogenesis" "9/2329" "46/14382" 0.32355645023529 0.658889262742717 0.548322980053672 "NR3C1/LEPR/SELENOS/OGT/MTCL2/FOXO1/NNMT/PPARA/PPP4R3B" 9
"GO:0016601" "GO:0016601" "Rac protein signal transduction" "9/2329" "46/14382" 0.32355645023529 0.658889262742717 0.548322980053672 "NCKAP1/SSX2IP/KBTBD7/ABI2/ARHGAP24/CDH13/OGT/TIAM1/WASF2" 9
"GO:0060071" "GO:0060071" "Wnt signaling pathway, planar cell polarity pathway" "9/2329" "46/14382" 0.32355645023529 0.658889262742717 0.548322980053672 "SFRP1/PLEKHA4/DVL1/WNT5A/PRICKLE1/RSPO3/DAB2/TIAM1/PRICKLE2" 9
"GO:0016239" "GO:0016239" "positive regulation of macroautophagy" "14/2329" "75/14382" 0.324886144010533 0.658889262742717 0.548322980053672 "SESN1/SH3GLB1/TOM1/STUB1/RAB3GAP1/PIP4K2A/SLC25A4/HSPB8/PINK1/GPSM1/PRKAA2/PIP4K2C/HTT/PIP4K2B" 14
"GO:0051781" "GO:0051781" "positive regulation of cell division" "14/2329" "75/14382" 0.324886144010533 0.658889262742717 0.548322980053672 "CUL3/YBX1/PDGFB/FGF9/CSPP1/TGFB1/VEGFA/PGF/TGFB3/TAL1/CENPV/IGF2/VEGFB/LBH" 14
"GO:1902369" "GO:1902369" "negative regulation of RNA catabolic process" "14/2329" "75/14382" 0.324886144010533 0.658889262742717 0.548322980053672 "YBX3/YBX1/PABPC1/IGF2BP2/RBM24/SLIRP/METTL16/SYNCRIP/BOLL/TENT5B/PAIP1/ANGEL2/SECISBP2/TAF15" 14
"GO:1902476" "GO:1902476" "chloride transmembrane transport" "14/2329" "75/14382" 0.324886144010533 0.658889262742717 0.548322980053672 "CLIC5/SLC12A7/CLCC1/SLC12A4/ANO1/LRRC8A/SLC12A9/SLC6A1/CLIC6/CLIC4/SLC26A9/ANO6/CLIC1/FXYD1" 14
"GO:0009954" "GO:0009954" "proximal/distal pattern formation" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "TP63/EN1/GREM1/IRX3/HOXC10/DLL1" 6
"GO:0016486" "GO:0016486" "peptide hormone processing" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "PCSK5/ADAM10/PCSK6/PLA2G7/BACE2/P4HB" 6
"GO:0021988" "GO:0021988" "olfactory lobe development" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "ARX/ATP1A2/SRF/WNT5A/ID2/FUT1" 6
"GO:0031114" "GO:0031114" "regulation of microtubule depolymerization" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "CLASP1/FGF13/KATNB1/CLASP2/BMERB1/MAP1A" 6
"GO:0031128" "GO:0031128" "developmental induction" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "FGFR1/SOX9/SIX1/FZD5/FRS2/AR" 6
"GO:0035115" "GO:0035115" "embryonic forelimb morphogenesis" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "TP63/TBX5/TBX3/LNPK/CACNA1C/EN1" 6
"GO:0046475" "GO:0046475" "glycerophospholipid catabolic process" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "SCARB1/GPCPD1/LDLR/PLA2G7/PLB1/PLCB1" 6
"GO:0046856" "GO:0046856" "phosphatidylinositol dephosphorylation" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "MTMR1/SYNJ2/OCRL/SYNJ1/INPP5D/INPP5J" 6
"GO:0071353" "GO:0071353" "cellular response to interleukin-4" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "IL4R/KEAP1/RPL3/CDK4/STAT6/IMPDH2" 6
"GO:0140058" "GO:0140058" "neuron projection arborization" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "MYO9A/DVL1/PHACTR1/WNT5A/TPBG/TUBA1A" 6
"GO:1902751" "GO:1902751" "positive regulation of cell cycle G2/M phase transition" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "SMARCD3/CCND1/HSPA2/CDK4/APP/DYRK3" 6
"GO:1904376" "GO:1904376" "negative regulation of protein localization to cell periphery" "6/2329" "29/14382" 0.325455711431814 0.658889262742717 0.548322980053672 "CSK/TGFB1/ABI3/TMBIM1/DAB2/BCL2L1" 6
"GO:0007269" "GO:0007269" "neurotransmitter secretion" "22/2329" "122/14382" 0.325508890870085 0.658889262742717 0.548322980053672 "SYN1/SYT1/CAMK2A/DNAJC5/NAPA/RAB3A/DVL1/P2RX1/RAB3GAP1/KCNJ8/SYT11/DYSF/MYOF/SNAPIN/SYNJ1/BRSK1/STXBP5/STX3/P2RY1/ATP2A2/PIP5K1C/DOC2B" 22
"GO:0099643" "GO:0099643" "signal release from synapse" "22/2329" "122/14382" 0.325508890870085 0.658889262742717 0.548322980053672 "SYN1/SYT1/CAMK2A/DNAJC5/NAPA/RAB3A/DVL1/P2RX1/RAB3GAP1/KCNJ8/SYT11/DYSF/MYOF/SNAPIN/SYNJ1/BRSK1/STXBP5/STX3/P2RY1/ATP2A2/PIP5K1C/DOC2B" 22
"GO:0046879" "GO:0046879" "hormone secretion" "42/2329" "241/14382" 0.325827722860521 0.65930017722079 0.548664940173384 "CD38/SREBF1/FGFR1/RFX3/AACS/LTBP4/SFRP1/RAB3A/PPP3CB/OSBP/TCIRG1/SLC16A10/ACVR2B/PARK7/KLF7/PFKFB2/ANO1/RAF1/TBX3/LRRC8A/NIBAN2/CCN3/PPP3CA/SMAD4/PFKL/EGFR/CAMK2G/FOXO1/DAB2/TIAM1/CCDC186/P2RY1/ADCY5/C1QTNF1/PLCB1/MAFA/BMP8A/IRS2/PIM3/SELENOM/ZBED6/DOC2B" 42
"GO:0002696" "GO:0002696" "positive regulation of leukocyte activation" "55/2329" "319/14382" 0.3263466422983 0.660115525217456 0.549343467004207 "CD38/CD74/KITLG/ARID1B/KARS1/IL4R/SMARCD3/EFNB1/MSH2/DHPS/LGALS1/NFATC2/SIRPB1/CSK/TGFB1/VSIR/ZMIZ1/CD81/BCL6/WNT5A/IGFBP2/NR4A3/CD274/PMS2/LBP/PHF10/NECTIN2/TLR4/THBS1/PPP3CA/AKT1/DUSP10/ITPKB/NFKBIZ/SH3KBP1/RPS3/THY1/PAXIP1/TNFRSF13C/ICOSLG/IL15/STAT6/IGF2/AXL/BMI1/INPP5D/LGALS9/BCL2/STAT5B/EGR3/IRS2/XRCC6/HLA-E/HLA-A/HLA-DPA1" 55
"GO:0060291" "GO:0060291" "long-term synaptic potentiation" "15/2329" "81/14382" 0.327871145081603 0.661923685331735 0.550848205051006 "ITPR3/NFATC4/MPP2/FXR1/EPHA4/PAIP2/PTK2B/STAU1/APP/STX3/GRIN2A/RELN/MME/ARC/SHANK3" 15
"GO:1902117" "GO:1902117" "positive regulation of organelle assembly" "15/2329" "81/14382" 0.327871145081603 0.661923685331735 0.550848205051006 "SH3GLB1/RAB3GAP1/GPSM2/SDC4/NUMA1/SDCBP/G3BP1/MSN/PIP4K2A/ARHGAP35/PIP4K2C/TAPT1/SEPTIN9/HTT/PIP4K2B" 15
"GO:0050796" "GO:0050796" "regulation of insulin secretion" "24/2329" "134/14382" 0.328060879533711 0.661923685331735 0.550848205051006 "CD38/SREBF1/RFX3/AACS/SFRP1/PPP3CB/OSBP/TCIRG1/KLF7/PFKFB2/ANO1/LRRC8A/CCN3/PPP3CA/PFKL/FOXO1/TIAM1/ADCY5/PLCB1/BMP8A/IRS2/PIM3/ZBED6/DOC2B" 24
"GO:0002381" "GO:0002381" "immunoglobulin production involved in immunoglobulin-mediated immune response" "10/2329" "52/14382" 0.329311999932113 0.661923685331735 0.550848205051006 "MSH2/IL27RA/TGFB1/BCL6/MSH6/PMS2/SWAP70/NFKBIZ/PAXIP1/STAT6" 10
"GO:0021536" "GO:0021536" "diencephalon development" "10/2329" "52/14382" 0.329311999932113 0.661923685331735 0.550848205051006 "ARX/PITX1/WNT5A/RAB3GAP1/NRP2/KCNC1/NR4A2/PITX2/NDNF/GATA2" 10
"GO:0034142" "GO:0034142" "toll-like receptor 4 signaling pathway" "10/2329" "52/14382" 0.329311999932113 0.661923685331735 0.550848205051006 "NFKBIA/NAGLU/TRIM32/LBP/TRAF3/TLR4/PIK3R1/MFHAS1/CD14/RAB7B" 10
"GO:0045778" "GO:0045778" "positive regulation of ossification" "10/2329" "52/14382" 0.329311999932113 0.661923685331735 0.550848205051006 "WNT5A/ACVR2B/ACVR1/BMPR1B/CCN1/SMAD3/ANO6/TOB2/FZD9/ACTN3" 10
"GO:1905517" "GO:1905517" "macrophage migration" "10/2329" "52/14382" 0.329311999932113 0.661923685331735 0.550848205051006 "CX3CL1/CD9/CNN2/MMP2/CD81/PTK2B/THBS1/MSTN/RPL13A/CSF1" 10
"GO:0070201" "GO:0070201" "regulation of establishment of protein localization" "79/2329" "464/14382" 0.329461260700392 0.661923685331735 0.550848205051006 "CD38/RHBDF1/ATP2C1/RIPOR1/IPO5/HYAL2/SREBF1/PCM1/RFX3/AACS/RBM22/SH3GLB1/KIAA0586/CSK/SFRP1/TGFB1/PPP3CB/YWHAE/OSBP/CD81/TCIRG1/GOLPH3/CCT4/SUMO1/PARK7/CTSD/KLF7/TGFB3/PFKFB2/ACSL3/ANO1/XPO4/MYH10/IER3IP1/CAMK1/MDFIC/OS9/CCT7/LRRC8A/TLR4/CCN3/BARD1/PPP3CA/PFKL/PIK3R1/EGFR/CCT6A/STOM/FOXO1/PTPN14/ANGPT1/TTN/TIAM1/PINK1/DMTN/ABCG1/TAMALIN/FZD5/ZC3H12A/STXBP5/SMAD3/PKIG/PKIA/ADCY5/JUP/PLK3/HRAS/HCLS1/PLCB1/BMP8A/IRS2/PPIA/FLNA/MYO1C/PIM3/WWP2/RACK1/ZBED6/DOC2B" 79
"GO:0006694" "GO:0006694" "steroid biosynthetic process" "26/2329" "146/14382" 0.330097262180131 0.661923685331735 0.550848205051006 "OSBPL7/H6PD/SREBF1/HSD17B10/FDFT1/APOB/HSD3B7/CYB5R3/ASAH1/PRKAG2/OSBP/NR3C1/DHCR24/PROX1/EGR1/INSIG2/OSBPL1A/HSD17B12/DAB2/ABCG1/PRKAA2/ATP1A1/IGFBP7/ACOX2/FAXDC2/CACNA1H" 26
"GO:1903312" "GO:1903312" "negative regulation of mRNA metabolic process" "16/2329" "87/14382" 0.330448813263027 0.661923685331735 0.550848205051006 "YBX3/YBX1/PABPC1/IGF2BP2/RBM24/HNRNPA2B1/METTL16/SYNCRIP/BARD1/BOLL/TENT5B/PAIP1/ANGEL2/SECISBP2/RNPS1/TAF15" 16
"GO:0002643" "GO:0002643" "regulation of tolerance induction" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "PHLPP1/CD274/MARCHF7/HLA-B" 4
"GO:0002902" "GO:0002902" "regulation of B cell apoptotic process" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "CD74/BCL6/BCL2/IRS2" 4
"GO:0006450" "GO:0006450" "regulation of translational fidelity" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "IARS2/RPS5/LARS1/AARSD1" 4
"GO:0006833" "GO:0006833" "water transport" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "HYAL2/SLC5A1/SLC14A1/AQP7" 4
"GO:0015874" "GO:0015874" "norepinephrine transport" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "SLC22A3/SLC29A4/P2RY1/ADRA2B" 4
"GO:0031290" "GO:0031290" "retinal ganglion cell axon guidance" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "NRCAM/VEGFA/RPL24/BMPR1B" 4
"GO:0031998" "GO:0031998" "regulation of fatty acid beta-oxidation" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "AKT1/IRS2/PPARA/PLIN5" 4
"GO:0036499" "GO:0036499" "PERK-mediated unfolded protein response" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "PPP1R15A/ATF4/DDIT3/QRICH1" 4
"GO:0043117" "GO:0043117" "positive regulation of vascular permeability" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "TGFB1/VEGFA/TJP2/ANGPT1" 4
"GO:0043586" "GO:0043586" "tongue development" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "SIX1/EGFR/BNC2/HDAC2" 4
"GO:0048670" "GO:0048670" "regulation of collateral sprouting" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "IFRD1/FGF13/BDNF/SEMA4D" 4
"GO:0050862" "GO:0050862" "positive regulation of T cell receptor signaling pathway" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "PRKD2/CD81/NECTIN2/RPS3" 4
"GO:0051443" "GO:0051443" "positive regulation of ubiquitin-protein transferase activity" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "FZR1/RPS2/PINK1/BMI1" 4
