"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0033290" "GO:0033290" "eukaryotic 48S preinitiation complex" "7/2425" "17/19894" 0.00253233079491691 0.021211994423304 0.0166835911194526 "EIF3L/EIF3D/EIF3E/EIF3G/EIF3H/EIF1AX/EIF3F" 7
"GO:0002116" "GO:0002116" "semaphorin receptor complex" "6/2425" "13/19894" 0.00260617346348071 0.0215766919302124 0.0169704318552232 "PLXNA2/NRP2/PLXNB1/SEMA4D/PLXNB2/PLXNA4" 6
"GO:0030117" "GO:0030117" "membrane coat" "22/2425" "97/19894" 0.00271331756881294 0.021953205784032 0.0172665663469915 "CLTCL1/AP1M1/SEC31B/EPS15/ARCN1/SEC23B/NCALD/DNM1/CLINT1/SGIP1/EPS15L1/SEC24B/SEC24D/COPG2/SYNJ1/VPS39/AP1S2/KCNQ5/AP5Z1/STON1/AP5B1/CHMP1B" 22
"GO:0048475" "GO:0048475" "coated membrane" "22/2425" "97/19894" 0.00271331756881294 0.021953205784032 0.0172665663469915 "CLTCL1/AP1M1/SEC31B/EPS15/ARCN1/SEC23B/NCALD/DNM1/CLINT1/SGIP1/EPS15L1/SEC24B/SEC24D/COPG2/SYNJ1/VPS39/AP1S2/KCNQ5/AP5Z1/STON1/AP5B1/CHMP1B" 22
"GO:0031941" "GO:0031941" "filamentous actin" "10/2425" "31/19894" 0.0027877736824241 0.0221193458565923 0.0173972383141737 "NCKAP1/PDLIM1/PDLIM2/PDLIM4/JAM3/ACTG1/SMTNL2/PDLIM7/MYO1C/SMTNL1" 10
"GO:0030666" "GO:0030666" "endocytic vesicle membrane" "39/2425" "204/19894" 0.00279598472906363 0.0221193458565923 0.0173972383141737 "LAMP2/CD9/CD74/CYBA/CAMK2B/SYT1/CAMK2A/SCARB1/RAB7A/APOB/RAB10/TYRP1/TCIRG1/ATP6V0E1/WNT5A/SGIP1/OCRL/LDLR/SCARB2/RPS27A/DYNC1LI1/EGFR/CAMK2G/FZD5/NOS3/RILP/RAB31/CD163/MPEG1/TAP2/HLA-C/HLA-E/HLA-A/UBA52/HLA-DPA1/TAPBP/HLA-B/STON1/RAB7B" 39
"GO:0031983" "GO:0031983" "vesicle lumen" "57/2425" "326/19894" 0.00311216250225997 0.024350106611089 0.0191517692446767 "GRN/LRRC7/TIMP2/ACAA1/CTSA/CNN2/ACTN1/CYB5R3/ARSA/PDGFB/COTL1/TGFB1/SERPINE1/VAT1/VWF/VEGFA/SPARC/ARSB/ACTR1B/QSOX1/CTSD/TGFB3/SLPI/ACTN4/CAP1/CAB39/SDCBP/THBS1/PFKL/APP/EGFR/GSN/ALDOA/EEF1A1/CDA/PSMC2/ITIH3/AGL/ARPC5/S100A11/PF4/GYG1/PSMC3/IGF2/EEF2/GHDC/PGAM1/VEGFB/JUP/A2M/IMPDH2/PPIA/XRCC6/GM2A/SPTAN1/TOR4A/TMSB4X" 57
"GO:0016010" "GO:0016010" "dystrophin-associated glycoprotein complex" "7/2425" "18/19894" 0.00371189639114955 0.0278196866368261 0.0218806524109868 "SGCA/SGCB/SNTB2/SNTB1/DAG1/CAV3/DMD" 7
"GO:0016282" "GO:0016282" "eukaryotic 43S preinitiation complex" "7/2425" "18/19894" 0.00371189639114955 0.0278196866368261 0.0218806524109868 "EIF3L/EIF3D/EIF3E/EIF3G/EIF3H/EIF1AX/EIF3F" 7
"GO:0031527" "GO:0031527" "filopodium membrane" "7/2425" "18/19894" 0.00371189639114955 0.0278196866368261 0.0218806524109868 "SYNE2/PALM/VASP/PDPN/FZD9/DMD/ITGB3" 7
"GO:0043034" "GO:0043034" "costamere" "7/2425" "18/19894" 0.00371189639114955 0.0278196866368261 0.0218806524109868 "FXR1/SDC4/ANK2/HOMER1/DAG1/SYNM/DMD" 7
"GO:0034774" "GO:0034774" "secretory granule lumen" "56/2425" "322/19894" 0.00378048974329415 0.028038632262765 0.0220528568358825 "GRN/LRRC7/TIMP2/ACAA1/CTSA/CNN2/ACTN1/CYB5R3/ARSA/PDGFB/COTL1/TGFB1/SERPINE1/VAT1/VWF/VEGFA/SPARC/ARSB/ACTR1B/QSOX1/CTSD/TGFB3/SLPI/ACTN4/CAP1/CAB39/SDCBP/THBS1/PFKL/APP/GSN/ALDOA/EEF1A1/CDA/PSMC2/ITIH3/AGL/ARPC5/S100A11/PF4/GYG1/PSMC3/IGF2/EEF2/GHDC/PGAM1/VEGFB/JUP/A2M/IMPDH2/PPIA/XRCC6/GM2A/SPTAN1/TOR4A/TMSB4X" 56
"GO:0030175" "GO:0030175" "filopodium" "23/2425" "106/19894" 0.00399096766146848 0.0292945255151089 0.0230406380455913 "ADGRA2/KITLG/SYNE2/FAT1/ITGA6/PALM/ACTA2/RIPOR2/EPHA4/VASP/PODXL/FGF13/RDX/ABI2/ACTA1/MSN/PPP1R9A/PDPN/DAG1/FZD9/DMD/TWF2/ITGB3" 23
"GO:0090665" "GO:0090665" "glycoprotein complex" "8/2425" "23/19894" 0.00434534782030952 0.031570282123065 0.0248305589731972 "SGCA/SGCB/SNTB2/SNTB1/DAG1/CAV3/FLNA/DMD" 8
"GO:0048786" "GO:0048786" "presynaptic active zone" "18/2425" "77/19894" 0.00451569317099751 0.0324765003813155 0.0255433149066526 "SYN1/TRIO/GUCY1B1/RAB3A/P2RX1/PPFIBP1/KCNJ8/PNISR/SYT11/APP/ATP2B2/BRSK1/EGFLAM/HCN1/STX3/P2RY1/CTNND1/PHB2" 18
"GO:0060205" "GO:0060205" "cytoplasmic vesicle lumen" "56/2425" "325/19894" 0.00461748444207484 0.0328764892275728 0.0258579128756191 "GRN/LRRC7/TIMP2/ACAA1/CTSA/CNN2/ACTN1/CYB5R3/ARSA/PDGFB/COTL1/TGFB1/SERPINE1/VAT1/VWF/VEGFA/SPARC/ARSB/ACTR1B/QSOX1/CTSD/TGFB3/SLPI/ACTN4/CAP1/CAB39/SDCBP/THBS1/PFKL/APP/GSN/ALDOA/EEF1A1/CDA/PSMC2/ITIH3/AGL/ARPC5/S100A11/PF4/GYG1/PSMC3/IGF2/EEF2/GHDC/PGAM1/VEGFB/JUP/A2M/IMPDH2/PPIA/XRCC6/GM2A/SPTAN1/TOR4A/TMSB4X" 56
"GO:0031253" "GO:0031253" "cell projection membrane" "60/2425" "354/19894" 0.00501057403230296 0.0353220664455416 0.0277814005751451 "CD44/SH3YL1/SYNE2/NCKAP1/RASGRP2/FERMT2/SH2D3C/PALM/SLC5A1/PIEZO1/MPP2/RIPOR2/BVES/PKD2/VASP/AIF1L/ATF4/PODXL/KCNC1/ATP1B2/SLC6A6/ARHGEF4/TLN1/ADCY3/SLC38A4/TPM1/EPHA2/EGFR/MSN/PAK1/RPS3/THY1/FGD5/PSD3/TIAM1/EEF1A1/ATP2B2/PKD1L1/DMTN/ITGA5/PDPN/MXRA8/ARPC2/CLASP2/PLB1/DLC1/JCAD/ARF4/SLC19A1/GPR157/PIP5K1C/SPRY4/FZD9/SHISA6/SLC22A5/MYO1C/DMD/ARPC1A/SHANK3/ITGB3" 60
"GO:0070993" "GO:0070993" "translation preinitiation complex" "7/2425" "19/19894" 0.00526599602228986 0.0364018365812658 0.0286306579852653 "EIF3L/EIF3D/EIF3E/EIF3G/EIF3H/EIF1AX/EIF3F" 7
"GO:0099522" "GO:0099522" "cytosolic region" "7/2425" "19/19894" 0.00526599602228986 0.0364018365812658 0.0286306579852653 "DBN1/ARL6IP5/PLCB3/HOMER1/DAG1/PLCB1/HTT" 7
"GO:0098576" "GO:0098576" "lumenal side of membrane" "11/2425" "39/19894" 0.00558055414185769 0.0382053322019488 0.030049137686926 "CD74/CTSA/NOA1/PKD2/BDH1/HLA-C/HLA-E/HLA-A/HLA-DPA1/TAPBP/HLA-B" 11
"GO:0005791" "GO:0005791" "rough endoplasmic reticulum" "14/2425" "56/19894" 0.00621132161104028 0.0421186760672446 0.0331270485922148 "MYOC/SEC61A1/RPL18/RPL6/STAU1/RPL27/CDKAL1/ZC3H12A/RPS21/RPL4/SRPRA/RPS23/RPS26/RPS29" 14
"GO:0031968" "GO:0031968" "organelle outer membrane" "44/2425" "248/19894" 0.00661021116280196 0.0444006636595754 0.0349218702940481 "MYOC/AIFM2/RETSAT/SYNE2/TIGAR/EXD2/STARD7/PPP1R15A/ITPR3/SH3GLB1/CYB5R3/SAMM50/DMPK/RPS6KB1/VAT1/THG1L/EPHA4/ACSL3/ZNFX1/RHOT1/ASS1/RAF1/ATP5MC2/RPS27A/SLC22A3/MIGA2/ITPRIP/ACSL1/ATP5MC3/PINK1/HK2/BCL2L1/BCL2/RHOD/MICOS10/MLXIP/SNN/PLA2G2A/GK/NEU4/CPT1B/PHB2/UBA52/CPTP" 44
"GO:0043202" "GO:0043202" "lysosomal lumen" "21/2425" "98/19894" 0.0067041820406165 0.0446110057282145 0.0350873078761237 "LAMP2/MAN2B2/CD74/CTSA/APOB/ARSA/ASAH1/CSF3/NAGLU/ARSB/PDGFRB/CTSD/SDC4/SCARB2/HSPG2/ACAN/GYG1/TPP1/BGN/GM2A/NEU4" 21
"GO:1904813" "GO:1904813" "ficolin-1-rich granule lumen" "25/2425" "124/19894" 0.00749111997663829 0.049385902068208 0.0388428443233097 "TIMP2/PGM1/COTL1/ASAH1/ARSB/ACTR1B/CTSD/CAB39/PFKL/GSN/ALDOA/EEF1A1/CDA/PSMC2/AGL/ARPC5/GYG1/PSMC3/EEF2/PGAM1/JUP/IMPDH2/PPIA/XRCC6/PLEKHO2" 25
"GO:0019867" "GO:0019867" "outer membrane" "44/2425" "250/19894" 0.00763190276847677 0.0498524290931694 0.0392097756912568 "MYOC/AIFM2/RETSAT/SYNE2/TIGAR/EXD2/STARD7/PPP1R15A/ITPR3/SH3GLB1/CYB5R3/SAMM50/DMPK/RPS6KB1/VAT1/THG1L/EPHA4/ACSL3/ZNFX1/RHOT1/ASS1/RAF1/ATP5MC2/RPS27A/SLC22A3/MIGA2/ITPRIP/ACSL1/ATP5MC3/PINK1/HK2/BCL2L1/BCL2/RHOD/MICOS10/MLXIP/SNN/PLA2G2A/GK/NEU4/CPT1B/PHB2/UBA52/CPTP" 44
"GO:0031965" "GO:0031965" "nuclear membrane" "53/2425" "313/19894" 0.00811611446204668 0.0525333954270658 0.0413184008976922 "OSBPL7/UTP18/RETSAT/SYNE2/IPO5/PCM1/SENP1/ZMPSTE24/ZC3HC1/ITPR3/SUN2/VAPA/ATP1B4/DMPK/FZR1/CASC3/CCND1/GAPDH/UNC50/SUMO1/CLCC1/NUP153/NUP210/CDK4/SCRN1/SDCBP/MYOF/PRICKLE1/GATA6/SLC22A3/EGFR/MTDH/ITPRIP/PAK1/NUP205/PRICKLE2/SENP2/SHISA5/SUN1/INTS1/MYORG/CENPV/SMAD3/BCL2L1/BCL2/CDH5/PLCB1/NPIPA1/TMEM201/TMEM120A/GRK5/CLIC1/CPTP" 53
"GO:0009897" "GO:0009897" "external side of plasma membrane" "66/2425" "405/19894" 0.00835374299041056 0.0535843694520029 0.0421450096813506 "CD9/CD74/CD84/HYAL2/TGFBR3/MCAM/IL4R/ICAM1/NRCAM/ITGA6/CSF2RB/IL27RA/ENG/P2RX1/SLC38A1/GHR/LIFR/ITGB6/IL1R1/LEPR/IGSF21/CD274/CNTFR/ABCC4/AMOT/ATP1B2/LDLR/IL13RA1/TLR4/LRRC32/THBS1/CDH13/ITGA10/ACKR3/NCAM1/CLEC4F/THY1/SCUBE1/TNFRSF13C/ABCG1/ICOSLG/IL6R/ITGA5/KCNJ3/ABCA1/CD14/S1PR1/DAG1/HEG1/CD34/CD248/CLEC14A/CD163/THBD/CDH5/CCR3/P4HB/RTN4RL2/BCAM/SERPINA5/HLA-C/HLA-E/HLA-A/HLA-B/ITGB3/PECAM1" 66
"GO:0005901" "GO:0005901" "caveola" "18/2425" "82/19894" 0.00895888156335619 0.0564379570136122 0.0443894043927287 "ATP1A2/EHD2/SCARB1/LIPE/SORBS1/CAV2/CBL/BVES/CDH15/MYOF/ENTPD1/CDH13/DLC1/NOS3/SPRED1/CAVIN4/CAV3/FXYD1" 18
"GO:0034704" "GO:0034704" "calcium channel complex" "16/2425" "70/19894" 0.00897775610441716 0.0564379570136122 0.0443894043927287 "CACNB1/CACNA1S/FKBP1A/CACNG1/PDE4D/CASQ2/HSPA2/CACNG6/CACNA1C/PKD1L1/STAC3/RYR1/ATP2A1/CACNA1H/RYR2/CALM1" 16
"GO:0008180" "GO:0008180" "COP9 signalosome" "10/2425" "36/19894" 0.00905647858072855 0.0564379570136122 0.0443894043927287 "MYH9/COPS5/AMOT/TMOD1/COPS4/COPS3/AMOTL1/GPS1/COPS9/BASP1" 10
"GO:0030662" "GO:0030662" "coated vesicle membrane" "37/2425" "205/19894" 0.00916035680859912 0.0564379570136122 0.0443894043927287 "CD9/CD74/SYT1/CLTCL1/ATP6AP1/SREBF1/AP1M1/SEC31B/APOB/ARCN1/DNAJC5/SEC23B/NCALD/RAB3A/TYRP1/CLINT1/WNT5A/SGIP1/LDLR/SYT11/KDELR2/SCARB2/USO1/SEC24B/EGFR/SEC24D/DAB2/COPG2/FZD5/AP1S2/ARC/HLA-C/HLA-E/HLA-A/HLA-DPA1/HLA-B/STON1" 37
"GO:0140534" "GO:0140534" "endoplasmic reticulum protein-containing complex" "25/2425" "126/19894" 0.00919494805277952 0.0564379570136122 0.0443894043927287 "RHBDD2/SEC61A1/FKBP1A/TUSC3/MLEC/PIGT/INSIG2/EMC4/SPCS3/SELENOS/RINT1/OS9/SEC11A/UGT3A1/HSD17B12/UBXN1/UBXN7/MZB1/SRPRA/FAF1/P4HB/RYR1/TAP2/HLA-A/TAPBP" 25
"GO:0016342" "GO:0016342" "catenin complex" "9/2425" "31/19894" 0.00961690732494076 0.0584924495569273 0.0460052974043248 "CDH20/CDH6/CDH15/CDH13/DCHS1/JUP/CDH4/CDH5/CTNND1" 9
"GO:0098562" "GO:0098562" "cytoplasmic side of membrane" "36/2425" "199/19894" 0.00969397338162559 0.0584924495569273 0.0460052974043248 "KCNAB2/GNB5/SPTB/FERMT2/GNAS/FKBP1A/SNX5/ITPR3/PALM/MICALL1/MYH9/EEF1A2/IKBKB/PLEKHA4/PTP4A1/GNAI2/ESYT2/PKD2/MAP2K2/TRAF3/RPL27/DTNA/BLOC1S1/PPP3CA/SNAPIN/EEF1A1/SHROOM4/GEM/JUP/FES/STAC3/LITAF/GM2A/RPS26/S100A6/RPS29" 36
"GO:1990454" "GO:1990454" "L-type voltage-gated calcium channel complex" "5/2425" "12/19894" 0.0101268288741063 0.0605907744400308 0.0476556652899119 "CACNB1/CACNA1S/CACNG1/CACNG6/CACNA1C" 5
"GO:0051233" "GO:0051233" "spindle midzone" "10/2425" "37/19894" 0.0110849716462097 0.0653744182548355 0.0514180817734661 "EML1/MAPRE3/CTTN/UNC119/NUMA1/CENPE/APP/GEM/CENPV/CCDC69" 10
"GO:0005874" "GO:0005874" "microtubule" "74/2425" "468/19894" 0.0111850522187063 0.0653744182548355 0.0514180817734661 "CUL3/KIF1B/EML1/RASSF1/KCNAB2/POLB/NDE1/CLASP1/MAPRE3/KIF16B/NUDC/DPYSL2/CEP170B/TUBB1/CSPP1/NDRG1/DNAH11/CLIP2/DNM1/DVL1/MDM1/CCT4/NEK6/TTLL5/MAP2K2/TUBGCP6/FGF13/SELENOS/TPT1/CCT7/CDK5RAP2/KIF13A/NUMA1/NUSAP1/CENPE/GABARAPL1/KATNB1/TBCD/DYNC1LI1/CCT6A/EML3/MTCL2/NEK7/BICD1/GRAMD2B/SPAG17/TIAM1/CFAP107/RADIL/DYNC1I1/SYNJ1/KIF26B/DISC1/CLASP2/SHROOM1/MAP1A/TUBA1A/TUBA1C/CDK2AP2/SNTB2/DCXR/TPPP/MAP3K11/TTLL11/TUBB6/NCKAP5/CIMAP1D/SEPTIN9/GAS2L1/TOGARAM2/CALM1/TOGARAM1/CIMIP2B/CHMP1B" 74
"GO:0016363" "GO:0016363" "nuclear matrix" "25/2425" "128/19894" 0.0112017963863623 0.0653744182548355 0.0514180817734661 "AKAP8L/SMC1A/SORBS1/HNRNPM/SMC3/SPARC/STAG1/SATB2/HNRNPA2B1/TEP1/PHF10/SRRM1/NUMA1/TGFB1I1/PAXIP1/MORC3/HLCS/ZNF326/RAD21/CLIC4/CEBPB/RUVBL1/BASP1/SATB1/PHB2" 25
"GO:0045335" "GO:0045335" "phagocytic vesicle" "27/2425" "142/19894" 0.012275313759035 0.0710571007840075 0.0558876073582081 "LAMP2/CYBA/RAB7A/RAB10/UNC93B1/TCIRG1/ATP6V0E1/OCRL/SYT11/FLNB/GSN/CDC42EP2/ZYX/ABCA1/RILP/RAB31/CDC42EP4/ACTG1/MPEG1/MYO1C/TAP2/HLA-C/HLA-E/HLA-A/TAPBP/HLA-B/RAB7B" 27
"GO:0044295" "GO:0044295" "axonal growth cone" "8/2425" "27/19894" 0.0126258789457151 0.072496982333461 0.0570200984645199 "MYO9A/COBL/EPHA4/FLRT3/BOC/TIAM1/TRPV2/FLNA" 8
"GO:0034703" "GO:0034703" "cation channel complex" "36/2425" "204/19894" 0.0141156508015014 0.0804027469653519 0.0632381155907262 "CACNB1/KCNAB2/CACNA1S/CTTN/FKBP1A/KCNK6/CACNG1/PDE4D/SUMO1/KCNQ4/CASQ2/PKD2/KCNJ8/HSPA2/KCNC1/CACNG6/SCN7A/KCNMB1/GRIK4/SCN2B/CACNA1C/PKD1L1/LRRC38/LRRC52/KCNJ3/HCN1/KCNS3/KCND3/SCN4B/STAC3/KCNQ5/RYR1/ATP2A1/CACNA1H/RYR2/CALM1" 36
"GO:0016607" "GO:0016607" "nuclear speck" "66/2425" "416/19894" 0.0147851648380354 0.0835479155927079 0.0657118437246017 "HSPB6/TBXA2R/AKAP8L/PSME4/HECTD1/DDX17/NFATC4/PRPF6/OIP5/CBLL1/CASC3/DDX5/PRPF19/FBXL4/IK/NR3C1/SUMO1/BCAS2/SRSF11/SGK1/NEK6/SMU1/GLIS2/ATF4/AFDN/RBM39/PNISR/SRRM1/PRPF4/BARD1/COPS4/PRCC/DYRK3/NFKBIZ/FAM193B/REXO4/NR4A2/TRIP12/ADAMTS4/PRKAA2/SMC6/IL15/CMYA5/METTL3/SRRM2/AR/HSPB3/IL16/FIBP/RBM4B/RSRC1/BASP1/TCIM/PLCB1/DAZAP2/EP400/MAML3/CNOT7/GRK5/TAP2/SARNP/RNPS1/DENND1B/AP5Z1/SRSF8/PPP4R3B" 66
"GO:0005741" "GO:0005741" "mitochondrial outer membrane" "38/2425" "219/19894" 0.0154781190957737 0.0863628491465758 0.0679258364074192 "MYOC/AIFM2/TIGAR/EXD2/STARD7/PPP1R15A/SH3GLB1/CYB5R3/SAMM50/DMPK/RPS6KB1/VAT1/THG1L/EPHA4/ACSL3/ZNFX1/RHOT1/ASS1/RAF1/ATP5MC2/RPS27A/MIGA2/ACSL1/ATP5MC3/PINK1/HK2/BCL2L1/BCL2/RHOD/MICOS10/MLXIP/SNN/PLA2G2A/GK/NEU4/CPT1B/PHB2/UBA52" 38
"GO:0000502" "GO:0000502" "proteasome complex" "14/2425" "62/19894" 0.015525905464553 0.0863628491465758 0.0679258364074192 "UBE3C/PSMA4/PSME4/PSMC5/PSMD8/ECPAS/PRICKLE1/PSMB6/PSMC2/PSMC3/PAAF1/RAD23A/PSMB8/PSMB9" 14
"GO:0101002" "GO:0101002" "ficolin-1-rich granule" "33/2425" "185/19894" 0.0156537372662182 0.0863989219654836 0.067954208287459 "LAMP2/TIMP2/PGM1/COTL1/ASAH1/TCIRG1/ARSB/ACTR1B/CTSD/STBD1/CD93/CAB39/PRCP/PFKL/DYNC1LI1/GSN/ALDOA/EEF1A1/CDA/PSMC2/AGL/ARPC5/NFASC/GYG1/PSMC3/EEF2/PGAM1/JUP/IMPDH2/PPIA/XRCC6/PLEKHO2/MGAM" 33
"GO:0001891" "GO:0001891" "phagocytic cup" "8/2425" "28/19894" 0.0158304799713958 0.0867023210741063 0.0681928367998589 "SNX5/TRIP10/SYT11/TLR4/MEGF10/RAB31/PIP5K1C/RACK1" 8
"GO:0032994" "GO:0032994" "protein-lipid complex" "10/2425" "39/19894" 0.0161494517420066 0.0877741193916695 0.0690358242406389 "APOB/CETP/PLTP/PCYOX1/LDLR/SELENOS/BIN1/PLA2G7/LPL/LCAT" 10
"GO:0030670" "GO:0030670" "phagocytic vesicle membrane" "17/2425" "81/19894" 0.0168556336318684 0.0909182662567449 0.0715087487412601 "LAMP2/CYBA/RAB7A/RAB10/TCIRG1/ATP6V0E1/OCRL/RILP/RAB31/MPEG1/TAP2/HLA-C/HLA-E/HLA-A/TAPBP/HLA-B/RAB7B" 17
"GO:0005891" "GO:0005891" "voltage-gated calcium channel complex" "11/2425" "45/19894" 0.0170694179965731 0.0913791399515793 0.0718712336697815 "CACNB1/CACNA1S/FKBP1A/CACNG1/PDE4D/HSPA2/CACNG6/CACNA1C/STAC3/RYR1/CACNA1H" 11
"GO:0042581" "GO:0042581" "specific granule" "29/2425" "160/19894" 0.0182959997091359 0.0972145656186925 0.0764608943068368 "ALDH3B1/TNFRSF1B/LRRC7/TIMP2/CYBA/ACAA1/CNN2/KCNAB2/AP1M1/TOM1/DNAJC5/TSPAN14/P2RX1/MLEC/QSOX1/CTSD/SLPI/CD93/PTPRB/TMBIM1/ADAM10/DEGS1/STOM/STX3/GHDC/AGPAT2/JUP/ANO6/SPTAN1" 29
"GO:0098553" "GO:0098553" "lumenal side of endoplasmic reticulum membrane" "8/2425" "29/19894" 0.0195834302916819 0.103284461982796 0.0812349700988286 "CD74/PKD2/HLA-C/HLA-E/HLA-A/HLA-DPA1/TAPBP/HLA-B" 8
"GO:0150034" "GO:0150034" "distal axon" "45/2425" "272/19894" 0.0202382715268356 0.105953303875787 0.0833340592281468 "NGEF/MYO9A/SNCB/CTTN/RAB3A/COBL/DVL1/CBL/CPEB4/DBN1/AAK1/EPHA4/PTK2B/PREX1/USP9X/FLRT3/PALLD/KCNC1/FGF13/EXOC4/BIN1/KATNB1/APP/BOC/TPBG/THY1/TIAM1/COPG2/PINK1/SYNJ1/BRSK1/ORAI2/DISC1/NDRG2/STX3/BASP1/EXOC3/ACTG1/INPP5J/KCNQ5/TRPV2/FLNA/CTNND1/CSNK1E/TWF2" 45
"GO:0098574" "GO:0098574" "cytoplasmic side of lysosomal membrane" "5/2425" "14/19894" 0.0207902745899767 0.108048726336229 0.0849821443093938 "EEF1A2/BLOC1S1/SNAPIN/EEF1A1/LITAF" 5
"GO:0035371" "GO:0035371" "microtubule plus-end" "7/2425" "24/19894" 0.0209776262947448 0.108232390738104 0.0851265994569356 "CLASP1/MAPRE3/CLIP2/CDK5RAP2/NUMA1/NCKAP5/GAS2L1" 7
"GO:0030667" "GO:0030667" "secretory granule membrane" "51/2425" "317/19894" 0.0231031632106774 0.118341382776995 0.0930774920717937 "LAMP2/ALDH3B1/CD9/CD44/TNFRSF1B/CYBA/SYT1/KCNAB2/AP1M1/RAB7A/APLP2/RAB10/ITPR3/TOM1/DNAJC5/SIRPB1/VAPA/RAB3A/CAV2/TSPAN14/P2RX1/TCIRG1/MLEC/SPARC/STBD1/ABCC4/CD93/PTPRB/TMBIM1/PRCP/ADAM10/DEGS1/DYNC1LI1/SLC18B1/STOM/NFASC/STXBP5/STX3/RAB4B/RAB31/AGPAT2/CD14/ANO6/EXOC3/SERPINA5/MME/HLA-C/HLA-B/MGAM/ITGB3/PECAM1" 51
"GO:0005902" "GO:0005902" "microvillus" "19/2425" "97/19894" 0.0240522570589533 0.122322907328391 0.0962090282358133 "CD44/HYAL2/TGFB1/ICAM2/ATP6V1B1/PODXL/SLC6A6/AOC3/EXOC4/RDX/SLC38A4/MSN/ANGPT1/PDPN/JAM3/CLIC4/DCXR/MYO1C/ITGB3" 19
"GO:0035579" "GO:0035579" "specific granule membrane" "18/2425" "91/19894" 0.0251733069799572 0.12462813686413 0.0980221301178553 "ALDH3B1/TNFRSF1B/CYBA/KCNAB2/AP1M1/TOM1/DNAJC5/TSPAN14/P2RX1/MLEC/CD93/PTPRB/TMBIM1/ADAM10/DEGS1/STOM/AGPAT2/ANO6" 18
"GO:0008278" "GO:0008278" "cohesin complex" "4/2425" "10/19894" 0.0252056906017342 0.12462813686413 0.0980221301178553 "SMC1A/SMC3/STAG1/RAD21" 4
"GO:0031588" "GO:0031588" "nucleotide-activated protein kinase complex" "4/2425" "10/19894" 0.0252056906017342 0.12462813686413 0.0980221301178553 "PRKAG2/PRKAR2A/PRKAG3/PRKAA2" 4
"GO:0097197" "GO:0097197" "tetraspanin-enriched microdomain" "4/2425" "10/19894" 0.0252056906017342 0.12462813686413 0.0980221301178553 "TSPAN14/CD81/ADAM10/PDPN" 4
"GO:0034358" "GO:0034358" "plasma lipoprotein particle" "9/2425" "36/19894" 0.0257294153747374 0.125474957169952 0.0986881685606365 "APOB/CETP/PLTP/PCYOX1/LDLR/SELENOS/PLA2G7/LPL/LCAT" 9
"GO:1990777" "GO:1990777" "lipoprotein particle" "9/2425" "36/19894" 0.0257294153747374 0.125474957169952 0.0986881685606365 "APOB/CETP/PLTP/PCYOX1/LDLR/SELENOS/PLA2G7/LPL/LCAT" 9
"GO:0010494" "GO:0010494" "cytoplasmic stress granule" "18/2425" "92/19894" 0.0278486683640787 0.134886067178395 0.10609016519649 "YBX1/PABPC1/IGF2BP2/DDX1/PABPC4/CASC3/FXR1/ZNFX1/STAU1/PUM1/RPTOR/DYRK3/G3BP1/MBNL1/RBPMS/PRKAA2/RBPMS2/DAZAP2" 18
"GO:0031254" "GO:0031254" "cell trailing edge" "5/2425" "15/19894" 0.0281222893808672 0.135291013778226 0.1064086625222 "MYH9/ICAM2/PRICKLE1/MSN/PIP5K1C" 5
"GO:0005581" "GO:0005581" "collagen trimer" "17/2425" "86/19894" 0.0291703320442828 0.138461842770196 0.108902572965323 "COL4A4/COL21A1/C1QTNF6/COL4A2/C1QC/SCARA3/COL22A1/COL8A2/C1QA/C1QTNF1/COL18A1/COL4A1/COL13A1/COL5A2/COLQ/COL28A1/C1QTNF5" 17
"GO:1905369" "GO:1905369" "endopeptidase complex" "17/2425" "86/19894" 0.0291703320442828 0.138461842770196 0.108902572965323 "CFH/UBE3C/PSMA4/PSME4/PSMC5/PSMD8/PIGT/ECPAS/PRICKLE1/PSMB6/PSMC2/PSMC3/PAAF1/THBD/RAD23A/PSMB8/PSMB9" 17
"GO:0034702" "GO:0034702" "monoatomic ion channel complex" "54/2425" "344/19894" 0.0303773203905427 0.143236106742161 0.112657612044397 "CACNB1/KCNAB2/CACNA1S/CTTN/FKBP1A/KCNK6/CACNG1/CLIC5/PDE4D/SUMO1/KCNQ4/CASQ2/PKD2/PTK2B/KCNJ8/CLCC1/HSPA2/KCNC1/CACNG6/ANO1/CHRND/SCN7A/LRRC8A/KCNMB1/GRIK4/SCN2B/CACNA1C/KCNE4/PKD1L1/CLIC6/LRRC38/LRRC52/KCNJ3/STXBP5/HCN1/CPT1C/CLIC4/KCNS3/TMEM37/KCND3/LRRC8C/SCN4B/ANO6/GRIN2A/KCNJ12/STAC3/KCNQ5/SHISA6/RYR1/ATP2A1/CACNA1H/RYR2/CALM1/CLIC1" 54
"GO:0098685" "GO:0098685" "Schaffer collateral - CA1 synapse" "18/2425" "93/19894" 0.0307315339584394 0.143952974857953 0.113221440899513 "SYN1/ADRB1/EEA1/DVL1/P2RX3/WNT5A/EPHA4/SLC16A7/PTK2B/RAP2A/LRRC4/PPP3CA/ABR/TAMALIN/STX3/ACTG1/CTNND1/PPP3R1" 18
